word,points
caloric,3
calorie,3
calorific,3
calorimeter,3
calumet,3
calumniate,3
calumniation,3
calumny,3
calvary,3
calve,3
calves,3
calvin,3
calvinism,3
calvinist,3
calvities,3
calyces,3
calypso,3
calyx,3
cam,3
camaraderie,3
camber,3
cambium,3
cambodia,3
cambrian,3
cambric,3
cambridge,3
came,3
camel,2
camelback,3
camelhair,3
camellia,3
camelot,3
camembert,3
cameo,3
camera,1
cameraman,3
cameroon,3
camisole,3
camomile,3
camouflage,3
camp,1
campaign,3
campaigner,3
campanile,3
campanologist,3
campanology,3
campanula,3
camper,3
campfire,3
campground,3
camphor,3
camphorate,3
camping,1
campion,3
camporee,3
campsite,2
campstool,3
campus,1
campy,3
camshaft,3
can,1
canaan,3
canada,3
canadian,3
canadianism,3
canaille,3
canal,2
canalisation,3
canalise,3
canalization,3
canalize,3
canape,3
canard,3
canary,3
canasta,3
canberra,3
cancan,3
cancel,2
cancellation,3
cancer,2
cancerous,3
candela,3
candescent,3
candid,3
candidacy,3
candidate,3
candidature,3
candied,3
candle,2
candlelight,3
candlemas,3
candlepin,3
candlepower,3
candlestick,3
candlewick,3
candor,3
candour,3
candy,1
candytuft,3
cane,3
canine,3
canister,3
canker,3
cankerous,3
cankerworm,3
canna,3
cannabis,3
canned,2
cannelloni,3
cannery,3
cannibal,3
cannibalism,3
cannibalistic,3
cannibalize,3
cannily,3
canniness,3
canning,3
cannon,3
cannonade,3
cannonball,3
cannoneer,3
cannot,3
cannula,3
canny,3
canoe,3
canoeist,3
canon,3
canonical,3
canonisation,3
canonise,3
canonization,3
canonize,3
canoodle,3
canopy,3
canst,3
cant,3
cantab,3
cantabile,3
cantabrigian,3
cantaloup,3
cantaloupe,3
cantankerous,3
cantata,3
canteen,2
canter,3
canterbury,3
cantharides,3
cantharis,3
canthus,3
canticle,3
cantilever,3
cantle,3
canto,3
canton,3
cantonese,3
cantonment,3
cantor,3
canvas,3
canvasback,3
canvass,3
canvasser,3
canyon,3
caoutchouc,3
cap,1
capability,3
capable,2
capably,3
capacious,3
capacitance,3
capacitate,3
capacitor,3
capacity,2
caparison,3
cape,3
caper,3
capeskin,3
capetown,3
capful,3
capillarity,3
capillary,3
capital,1
capitalise,3
capitalism,3
capitalist,3
capitalistic,3
capitalization,3
capitalize,3
capitally,3
capitals,3
capitation,3
capitol,3
capitulate,3
capitulation,3
capon,3
capriccio,3
caprice,3
capricious,3
capricorn,3
capriole,3
capsicum,3
capsize,3
capstan,3
capstone,3
capsular,3
capsulate,3
capsule,2
captain,1
captaincy,3
captainship,3
caption,3
captious,3
captivate,3
captivating,3
captivation,3
captive,3
captivity,3
captor,3
capture,2
capuchin,3
car,1
carabineer,3
carabinier,3
caracas,3
caracole,3
caracul,3
carafe,3
caramel,3
caramelise,3
caramelize,3
carapace,3
carat,3
caravan,3
caravanning,3
caravansary,3
caravanserai,3
caravel,3
caraway,3
carbide,3
carbine,3
carbineer,3
carbohydrate,3
carbolated,3
carbolic,3
carbon,3
carbonaceous,3
carbonate,3
carbonated,3
carbonation,3
carboniferous,3
carbonise,3
carbonize,3
carborundum,3
carboy,3
carbuncle,3
carburetor,3
carburettor,3
carburise,3
carburize,3
carcass,3
carcinogen,3
carcinoma,3
card,1
cardamom,3
cardboard,3
cardiac,3
cardigan,3
cardinal,3
cardinalate,3
cardiogram,3
cardiograph,3
cardiology,3
cardiopulmonary,3
cardiovascular,3
cardsharp,3
care,1
careen,3
career,2
careerism,3
careerist,3
carefree,3
careful,1
carefully,1
carefulness,3
careless,2
carelessly,2
carelessness,2
caress,3
caret,3
caretaker,3
careworn,3
carfare,3
cargo,3
carhop,3
carib,3
caribbean,3
caribou,3
caricature,3
caricaturist,3
caries,3
carillon,3
carillonneur,3
carina,3
carious,3
carload,3
carmaker,3
carmelite,3
carminative,3
carmine,3
carnage,3
carnal,3
carnation,3
carnelian,3
carnival,3
carnivore,3
carnivorous,3
carny,3
carob,3
carol,3
caroler,3
carolina,3
caroller,3
carom,3
carotene,3
carotid,3
carousal,3
carouse,3
carousel,3
carp,3
carpal,3
carpel,3
carpenter,3
carpentry,3
carpet,2
carpetbag,3
carpetbagger,3
carpeting,3
carping,3
carpool,3
carport,3
carpus,3
carrel,3
carriage,2
carriageway,3
carrier,3
carrion,3
carrom,3
carrot,1
carroty,3
carrousel,3
carry,1
carryall,3
carrycot,3
carryon,3
carryout,3
carryover,3
carsick,3
cart,3
cartage,3
cartel,3
carter,3
cartesian,3
carthaginian,3
carthorse,3
cartilage,3
cartilaginous,3
cartload,3
cartographer,3
cartography,3
carton,2
cartoon,1
cartoonist,3
cartridge,3
cartwheel,3
carve,3
carver,3
carving,3
carwash,3
caryatid,3
casaba,3
casablanca,3
casanova,3
cascade,3
cascara,3
case,1
casebook,3
caseharden,3
casein,3
caseload,3
casement,3
casework,3
caseworker,3
cash,1
cashbook,3
cashew,3
cashier,3
cashmere,3
casing,3
casino,3
cask,3
casket,3
casque,3
cassandra,3
cassava,3
casserole,3
cassette,1
cassiopeia,3
cassiterite,3
cassock,3
cassowary,3
cast,3
castanet,3
castaway,3
caste,3
castellan,3
castellated,3
caster,3
castigate,3
castigation,3
casting,3
castle,1
castoff,3
castor,3
castrate,3
castration,3
casual,2
casually,3
casualness,3
casualty,3
casuist,3
casuistic,3
casuistry,3
cat,1
catabolism,3
cataclysm,3
cataclysmic,3
catacomb,3
catafalque,3
catalepsy,3
cataleptic,3
catalog,3
cataloger,3
catalogue,3
catalpa,3
catalysis,3
catalyst,3
catalytic,3
catamaran,3
catamount,3
catapult,3
cataract,3
catarrh,3
catarrhal,3
catastrophe,3
catastrophic,3
catastrophically,3
catatonia,3
catawba,3
catbird,3
catboat,3
catcall,3
catch,1
catchall,3
catcher,3
catching,3
catchment,3
catchpenny,3
catchphrase,3
catchup,3
catchword,3
catchy,3
catechise,3
catechism,3
catechist,3
catechize,3
categorical,3
categorise,3
categorize,2
category,2
catenary,3
cater,3
catercorner,3
catercornered,3
caterer,3
caterpillar,3
caterwaul,3
catfish,3
catgut,3
catharsis,3
cathartic,3
cathedral,3
catheter,3
cathode,3
catholic,3
catholicism,3
catholicity,3
cation,3
catkin,3
catlike,3
catnap,3
catnip,3
catsup,3
cattail,3
cattily,3
cattiness,3
cattle,2
cattleman,3
catty,3
cattycornered,3
catwalk,3
caucasian,3
caucasoid,3
caucasus,3
caucus,3
caudal,3
caught,3
cauldron,3
cauliflower,3
caulk,3
causal,3
causality,3
causation,3
causative,3
cause,3
causeless,3
causerie,3
causeway,3
caustic,3
caustically,3
cauterise,3
cauterize,3
caution,2
cautionary,3
cautious,2
cautiously,3
cautiousness,3
cavalcade,3
cavalier,3
cavalry,3
cavalryman,3
cave,2
caveat,3
caveman,3
cavern,3
cavernous,3
caviar,3
caviare,3
cavil,3
caviler,3
cavitation,3
cavity,3
cavort,3
cavy,3
caw,3
cay,3
cayenne,3
cayman,3
cayuse,3
cb,3
cc,3
ccw,3
cd,1
ce,3
cease,3
ceaseless,3
cecum,3
cedar,3
cede,3
cedilla,3
ceiling,3
celandine,3
celebes,3
celebrant,3
celebrate,1
celebrated,3
celebration,1
celebrator,3
celebrity,2
celerity,3
celery,3
celesta,3
celestial,3
celiac,3
celibacy,3
celibate,3
cell,2
cellar,3
cellarage,3
cellaret,3
cellarette,3
cellblock,3
cellist,3
cello,3
cellophane,3
cellular,3
celluloid,3
cellulose,3
celsius,3
celt,3
celtic,3
cembalo,3
cement,3
cementum,3
cemetery,3
cenobite,3
cenotaph,3
cenozoic,3
censer,3
censor,3
censorial,3
censorious,3
censorship,3
censurable,3
censure,3
census,3
cent,1
centaur,3
centavo,3
centenarian,3
centenary,3
centennial,3
center,1
centerboard,3
centered,3
centerfold,3
centerpiece,3
centesimal,3
centiare,3
centigrade,3
centigram,3
centigramme,3
centiliter,3
centilitre,3
centime,3
centimeter,1
centimetre,3
centipede,3
central,2
centralise,3
centralism,3
centrality,3
centralization,3
centralize,3
centrally,3
centre,3
centreboard,3
centrepiece,3
centrifugal,3
centrifuge,3
centripetal,3
centrist,3
centurion,3
century,1
cephalic,3
ceramic,3
ceramics,3
ceramist,3
cerberus,3
cereal,1
cerebellum,3
cerebral,3
cerebrate,3
cerebration,3
cerebrum,3
cerecloth,3
cerement,3
ceremonial,3
ceremonially,3
ceremonious,3
ceremony,2
ceres,3
cereus,3
cerise,3
cerium,3
cert,3
certain,1
certainly,1
certainty,2
certifiable,3
certificate,3
certificated,3
certification,3
certified,3
certify,3
certitude,3
cerulean,3
cerumen,3
cervantes,3
cervical,3
cervix,3
cesium,3
cess,3
cessation,3
cession,3
cesspit,3
cesspool,3
cetacean,3
ceylon,3
ceylonese,3
cf,3
cgs,3
chablis,3
chaconne,3
chad,3
chafe,3
chafer,3
chaff,3
chaffer,3
chaffinch,3
chagrin,3
chain,1
chair,1
chairlift,3
chairman,1
chairmanship,3
chairperson,3
chairwoman,3
chaise,3
chalcedony,3
chalcopyrite,3
chalet,3
chalice,3
chalk,3
chalkboard,3
chalkiness,3
chalky,3
challah,3
challenge,1
challenger,3
challenging,2
challis,3
chamber,3
chamberlain,3
chambermaid,3
chambray,3
chameleon,3
chamfer,3
chamois,3
chamomile,3
champ,3
champagne,1
champaign,3
champion,2
championship,1
chance,1
chancel,3
chancellery,3
chancellor,3
chancery,3
chancy,3
chandelier,3
chandler,3
change,1
changeable,3
changeableness,3
changeably,3
changeful,3
changeless,3
changeling,3
changeover,3
channel,2
channelize,3
chanson,3
chant,3
chanterelle,3
chantey,3
chanticleer,3
chantry,3
chanty,3
chanukah,3
chaos,2
chaotic,3
chaotically,3
chap,3
chaparral,3
chapbook,3
chapeau,3
chapel,3
chapelgoer,3
chaperon,3
chaperone,3
chapfallen,3
chaplain,3
chaplaincy,3
chaplet,3
chapman,3
chaps,3
chapter,1
char,3
charabanc,3
character,1
characterisation,3
characterise,3
characteristic,3
characteristically,3
characterization,3
characterize,2
characterless,3
charactery,3
charades,3
charbroil,3
charcoal,3
chard,3
charge,2
chargeable,3
charged,3
charger,3
charily,3
chariot,2
charioteer,3
charisma,3
charismatic,3
charitable,3
charitably,3
charity,2
charlady,3
charlatan,3
charleston,3
charlock,3
charlotte,3
charm,2
charmer,3
charming,3
charnel,3
charon,3
chart,1
charter,3
chartreuse,3
charwoman,3
chary,3
charybdis,3
chase,2
chaser,3
chasm,3
chassis,3
chaste,3
chasten,3
chastise,3
chastisement,3
chastity,3
chasuble,3
chat,2
chateau,3
chatelaine,3
chattel,3
chatter,3
chatterbox,3
chatterer,3
chatty,3
chaucer,3
chauffeur,3
chauvinism,3
chauvinist,3
chauvinistic,3
chauvinistically,3
cheap,1
cheapen,3
cheapjack,3
cheaply,3
cheapness,3
cheapskate,3
cheat,3
check,1
checkbook,3
checked,3
checker,3
checkerboard,3
checkered,3
checklist,3
checkmate,3
checkout,2
checkpoint,3
checkrail,3
checkrein,3
checkroom,3
checkup,3
cheddar,3
cheek,1
cheekbone,3
cheekily,3
cheekiness,3
cheeky,3
cheep,3
cheer,1
cheerful,2
cheerily,3
cheeriness,3
cheering,3
cheerio,3
cheerleader,3
cheerless,3
cheers,3
cheery,3
cheese,1
cheeseburger,3
cheesecake,3
cheesecloth,3
cheeseparing,3
cheesy,3
cheetah,3
chef,1
chela,3
chemical,1
chemically,3
chemise,3
chemist,2
chemistry,2
chemotherapy,3
chemurgy,3
chenille,3
cheque,1
chequebook,3
chequer,3
cherish,2
cherokee,3
cheroot,3
cherry,3
cherrystone,3
cherub,3
cherubic,3
cherubically,3
cherubim,3
chervil,3
chess,1
chessboard,3
chessman,3
chest,1
chesterfield,3
chestnut,3
chesty,3
chevalier,3
cheviot,3
chevron,3
chevvy,3
chevy,3
chew,3
chewy,3
cheyenne,3
chi,3
chianti,3
chiaroscuro,3
chic,3
chicago,3
chicanery,3
chicano,3
chichi,3
chick,3
chickadee,3
chicken,1
chickenhearted,3
chickenpox,3
chickpea,3
chickweed,3
chicle,3
chicory,3
chide,3
chief,2
chiefly,3
chieftain,3
chieftaincy,3
chieftainship,3
chiffon,3
chiffonier,3
chifforobe,3
chigger,3
chignon,3
chigoe,3
chihuahua,3
chilblain,3
child,1
childbearing,3
childbirth,3
childhood,1
childish,3
childless,3
childlike,3
childproof,3
children,3
chile,3
chilean,3
chili,1
chill,3
chiller,3
chilli,3
chilliness,3
chilly,3
chimaera,3
chime,3
chimer,3
chimera,3
chimeric,3
chimerical,3
chimney,3
chimneypiece,3
chimneypot,3
chimp,3
chimpanzee,1
chin,1
china,3
chinatown,3
chinaware,3
chinchilla,3
chine,3
chinese,3
chinless,3
chino,3
chinook,3
chintz,3
chintzy,3
chinwag,3
chip,3
chipboard,3
chipmunk,3
chippendale,3
chipper,3
chipping,3
chippy,3
chirography,3
chiromancy,3
chiropodist,3
chiropody,3
chiropractic,3
chiropractor,3
chirp,1
chirpy,3
chirr,3
chirrup,3
chisel,3
chiseled,3
chiseler,3
chiselled,3
chiseller,3
chit,3
chitchat,3
chitin,3
chitlin,3
chitling,3
chitterling,3
chivalrous,3
chivalry,3
chive,3
chivvy,3
chivy,3
chloral,3
chlorella,3
chloride,3
chlorinate,3
chlorination,3
chlorine,3
chlorite,3
chloroform,3
chloromycetin,3
chlorophyl,3
chlorophyll,3
chm,3
chock,3
chockablock,3
chocolate,1
choice,1
choir,2
choirboy,3
choirmaster,3
choke,2
choker,3
chokey,3
choking,3
choky,3
choler,3
cholera,3
choleric,3
cholesterol,3
choose,1
chooser,3
choosey,3
choosy,3
chop,3
chopfallen,3
chophouse,3
chopin,3
chopper,3
choppiness,3
choppy,3
chopstick,3
choral,3
chorale,3
chord,3
chore,3
chorea,3
choreograph,3
choreographer,3
choreography,3
chorine,3
chorister,3
chortle,3
chorus,3
chose,3
chosen,3
chow,3
chowder,3
chrism,3
christ,3
christen,3
christendom,3
christening,3
christian,2
christiania,3
christianity,3
christianize,3
christlike,3
christmas,3
christmastide,3
chromate,3
chromatic,3
chromatically,3
chromaticity,3
chromatin,3
chromatography,3
chrome,3
chromic,3
chromium,3
chromo,3
chromosome,3
chromosphere,3
chronic,3
chronically,3
chronicle,3
chronicler,3
chronograph,3
chronological,2
chronology,3
chronometer,3
chrysalid,3
chrysalis,3
chrysanthemum,3
chrysolite,3
chub,3
chubbiness,3
chubby,3
chuck,3
chuckfull,3
chuckhole,3
chuckle,2
chucklehead,3
chug,3
chukker,3
chum,3
chummy,3
chump,3
chunk,3
chunky,3
church,1
churchgoer,3
churchill,3
churchless,3
churchman,3
churchwarden,3
churchwoman,3
churchyard,3
churl,3
churlish,3
churn,3
churr,3
chute,3
chutney,3
chutzpa,3
chutzpah,3
cia,3
ciao,3
cicada,3
cicatrix,3
cicero,3
cicerone,3
cid,3
cider,3
cigar,3
cigaret,3
cigarette,1
cigarillo,3
cilia,3
ciliary,3
ciliate,3
cilium,3
cinch,3
cinchona,3
cincinnati,3
cincture,3
cinder,3
cinderella,3
cine,3
cinema,1
cinematheque,3
cinematographer,3
cinematography,3
cinerarium,3
cinnabar,3
cinnamon,3
cinquefoil,3
cion,3
cipher,3
circa,3
circadian,3
circle,1
circlet,3
circuit,3
circuitous,3
circuitry,3
circular,2
circularise,3
circularize,3
circulate,3
circulation,3
circulator,3
circulatory,3
circumambulate,3
circumcise,3
circumcision,3
circumference,3
circumflex,3
circumlocution,3
circumlunar,3
circumnavigate,3
circumnavigation,3
circumpolar,3
circumscribe,3
circumscription,3
circumspect,3
circumspection,3
circumstance,3
circumstantial,3
circumstantiate,3
circumvent,3
circumvention,3
circus,2
cirque,3
cirrhosis,3
cirrocumulus,3
cirrostratus,3
cirrus,3
cislunar,3
cissy,3
cistern,3
citadel,3
citation,3
cite,3
citify,3
citizen,1
citizenry,3
citizenship,2
citrate,3
citric,3
citron,3
citronella,3
citrous,3
citrus,3
city,1
civet,3
civic,3
civics,3
civil,2
civilian,3
civilise,3
civilised,3
civility,3
civilization,2
civilize,3
civilized,3
civilly,3
civvies,3
cl,3
clabber,3
clack,3
clad,3
claim,2
claimant,3
clairvoyance,3
clairvoyant,3
clam,3
clambake,3
clamber,3
clammy,3
clamor,3
clamorous,3
clamour,3
clamp,3
clampdown,3
clamshell,3
clan,3
clandestine,3
clang,3
clanger,3
clangor,3
clangorous,3
clangour,3
clank,3
clannish,3
clansman,3
clanswoman,3
clap,3
clapboard,3
clapper,3
clapperboard,3
clappers,3
claptrap,3
claque,3
claret,3
clarification,3
clarify,3
clarinet,3
clarinetist,3
clarinettist,3
clarion,3
clarity,3
clarts,3
clash,3
clasp,3
class,1
classic,1
classical,2
classicism,3
classicist,3
classification,3
classified,3
classify,2
classless,3
classmate,1
classroom,1
classy,3
clastic,3
clatter,3
clause,3
claustrophobia,3
claustrophobic,3
clave,3
clavichord,3
clavicle,3
clavier,3
claw,3
clay,3
clayey,3
claymore,3
clean,1
cleaner,1
cleaning,3
cleanliness,3
cleanly,3
cleanness,3
cleanse,3
cleanser,3
cleanup,3
clear,1
clearance,3
clearheaded,3
clearing,3
clearinghouse,3
clearly,1
clearness,3
clearway,3
cleat,3
cleavage,3
cleave,3
cleaver,3
clef,3
cleft,3
clematis,3
clemency,3
clement,3
clench,3
cleopatra,3
clepsydra,3
clerestory,3
clergy,3
clergyman,3
clergywoman,3
cleric,3
clerical,3
clericalism,3
clerihew,3
clerk,1
cleveland,3
clever,1
clevis,3
clew,3
cliche,3
cliched,3
click,2
client,3
clientele,3
cliff,2
cliffhanger,3
climacteric,3
climactic,3
climate,2
climatic,3
climatically,3
climatology,3
climax,3
climb,1
climber,2
climbing,1
clime,3
clinch,3
clincher,3
cline,3
cling,3
clinging,3
clingy,3
clinic,2
clinical,3
clinician,3
clink,3
clinker,3
clinometer,3
clip,2
clipboard,3
clipper,3
clippie,3
clipping,3
clipsheet,3
clique,3
cliquey,3
cliquish,3
clitoris,3
cloaca,3
cloak,3
cloakroom,3
clobber,3
cloche,3
clock,1
clockwise,3
clockwork,3
clod,3
cloddish,3
clodhopper,3
clog,3
cloggy,3
cloisonne,3
cloister,3
clone,1
close,1
closedown,3
closefisted,3
closefitting,3
closely,2
closemouthed,3
closeness,3
closeout,3
closet,3
closing,3
closure,3
clot,3
cloth,1
clothe,3
clothes,1
clothesbasket,3
clotheshorse,3
clothesline,3
clothespin,3
clothespress,3
clothier,3
clothing,3
cloture,3
cloud,1
cloudburst,3
cloudily,3
cloudiness,3
cloudless,3
cloudlet,3
cloudy,1
clout,3
clove,3
cloven,3
clover,3
cloverleaf,3
clown,1
clownish,3
cloy,3
club,1
clubbable,3
clubfoot,3
clubfooted,3
clubhouse,3
cluck,3
clue,1
clueless,3
clump,3
clumsily,3
clumsiness,3
clumsy,3
clung,3
clunk,3
cluster,3
clutch,3
clutter,3
cm,3
co,3
coach,1
coachbuilder,3
coacher,3
coachman,3
coachwork,3
coadjutor,3
coagulant,3
coagulate,3
coagulation,3
coal,2
coaler,3
coalesce,3
coalescence,3
coalfield,3
coalition,3
coarse,3
coarsen,3
coast,1
coastal,2
coaster,3
coastguard,3
coastguardsman,3
coastline,3
coastwise,3
coat,1
coati,3
coating,3
coatroom,3
coattail,3
coauthor,3
coax,3
coaxial,3
coaxingly,3
cob,3
cobalt,3
cobble,3
cobbler,3
cobblestone,3
cobol,3
cobra,3
cobweb,3
coca,3
cocain,3
cocaine,3
cocainism,3
coccus,3
coccyx,3
cochineal,3
cochlea,3
cock,3
cockade,3
cockaleekie,3
cockamamie,3
cockatoo,3
cockatrice,3
cockcrow,3
cockerel,3
cockeye,3
cockeyed,3
cockfight,3
cockhorse,3
cockily,3
cockiness,3
cockle,3
cockleshell,3
cockney,3
cockpit,3
cockroach,3
cockscomb,3
cocksure,3
cockswain,3
cocktail,3
cocky,3
coco,3
cocoa,3
cocoanut,3
coconut,3
cocoon,3
cod,2
coda,3
coddle,3
code,1
codeine,3
codex,3
codfish,3
codger,3
codicil,3
codification,3
codify,3
codling,3
codpiece,3
coed,3
coeducation,3
coeducational,3
coefficient,3
coelacanth,3
coelenterate,3
coequal,3
coerce,3
coercion,3
coercive,3
coeternal,3
coeval,3
coexist,3
coexistence,3
coexistent,3
coextensive,3
cofeature,3
coffee,1
coffeecake,3
coffeehouse,3
coffeepot,3
coffer,3
cofferdam,3
coffin,2
cog,3
cogency,3
cogent,3
cogitate,3
cogitation,3
cognac,3
cognate,3
cognition,3
cognitive,3
cognizable,3
cognizance,3
cognizant,3
cognomen,3
cognoscenti,3
cogwheel,3
cohabit,3
cohabitation,3
coheir,3
cohere,3
coherence,3
coherency,3
coherent,3
cohesion,3
cohesive,3
cohort,3
coif,3
coiffeur,3
coiffeuse,3
coiffure,3
coil,3
coin,1
coinage,3
coincide,3
coincidence,3
coincident,3
coincidental,3
coiner,3
coir,3
coital,3
coitus,3
coke,1
col,3
cola,1
colander,3
cold,1
coldhearted,3
coldly,3
coldness,3
coleslaw,3
coleus,3
colic,3
colicky,3
coliseum,3
colitis,3
collaborate,3
collaboration,3
collaborationist,3
collaborator,3
collage,3
collapse,2
collapsible,3
collar,2
collarbone,3
collard,3
collate,3
collateral,3
collation,3
colleague,3
collect,1
collected,3
collection,1
collective,3
collectively,3
collectivise,3
collectivism,3
collectivize,3
collector,3
colleen,3
college,1
collegial,3
collegian,3
collegiate,3
collegium,3
collide,3
collie,3
collier,3
colliery,3
collinear,3
collins,3
collision,3
collocate,3
collocation,3
collodion,3
colloid,3
colloidal,3
colloquial,3
colloquialism,3
colloquium,3
colloquy,3
collude,3
collusion,3
collusive,3
collywobbles,3
cologne,3
colombia,3
colombo,3
colon,3
colonel,3
colonial,3
colonialism,3
colonialist,3
colonise,3
coloniser,3
colonist,3
colonization,3
colonize,3
colonizer,3
colonnade,3
colonnaded,3
colony,3
colophon,3
color,1
colorado,3
colorant,3
coloration,3
coloratura,3
colorcast,3
colored,3
colorfast,3
colorful,1
coloring,3
colorless,3
colossal,3
colosseum,3
colossus,3
colostomy,3
colostrum,3
colour,3
colouration,3
coloured,3
colourfast,3
colourful,3
colouring,3
colourless,3
colporteur,3
colt,3
colter,3
coltish,3
columbia,3
columbine,3
columbium,3
columbus,3
column,1
columnar,3
columned,3
columnist,2
coma,3
comanche,3
comatose,3
comb,1
combat,3
combatant,3
combative,3
comber,3
combination,2
combinatorial,3
combine,2
combings,3
combo,3
combustibility,3
combustible,3
combustion,3
come,1
comeback,3
comedian,2
comedienne,3
comedo,3
comedown,3
comedy,2
comely,3
comer,3
comestible,3
comet,2
comeuppance,3
comfort,2
comfortable,1
comfortably,3
comforter,3
comfortless,3
comfrey,3
comfy,3
comic,1
comical,3
cominform,3
coming,3
comintern,3
comity,3
comma,2
command,2
commandant,3
commandeer,3
commander,3
commanding,3
commandment,3
commando,3
commemorate,3
commemoration,3
commemorative,3
commence,3
commencement,3
commend,3
commendable,3
commendably,3
commendation,3
commendatory,3
commensurable,3
commensurably,3
commensurate,3
comment,2
commentary,3
commentator,3
commerce,3
commercial,2
commercialise,3
commercialism,3
commercialize,3
commercially,3
commie,3
commingle,3
commiserate,3
commiseration,3
commissar,3
commissary,3
commission,3
commissionaire,3
commissioner,3
commit,2
commitment,1
committal,3
committed,3
committee,1
committeeman,3
commode,3
commodious,3
commodity,3
commodore,3
common,1
commonage,3
commonalty,3
commoner,3
commonly,2
commonness,3
commonplace,3
commons,3
commonsense,3
commonsensical,3
commonweal,3
commonwealth,3
commotion,3
communal,3
communalism,3
communard,3
commune,3
communicable,3
communicably,3
communicant,3
communicate,1
communication,1
communicative,3
communion,3
communique,3
communism,3
communist,3
communistic,3
community,3
commutable,3
commutation,3
commutative,3
commutator,3
commute,3
commuter,3
compact,3
compacted,3
companion,2
companionable,3
companionship,3
companionway,3
company,1
compar,3
comparable,3
comparably,3
comparative,1
comparatively,3
compare,1
comparison,2
compartment,3
compartmentalize,3
compass,3
compassion,3
compassionate,3
compatibility,3
compatible,3
compatriot,3
compeer,3
compel,3
compellingly,3
compendious,3
compendium,3
compensate,3
compensation,3
compensatory,3
compere,3
compete,2
competence,3
competency,3
competent,3
competition,1
competitive,2
competitor,2
compilation,3
compile,3
compiler,3
complacence,3
complacency,3
complacent,3
complain,1
complainant,3
complainer,3
complaint,1
complaisance,3
complaisant,3
compleat,3
complected,3
complement,2
complementary,3
complete,1
completely,2
completeness,3
completion,3
complex,2
complexion,3
complexioned,3
complexity,3
compliance,3
compliancy,3
compliant,3
complicate,2
complicated,2
complication,3
complicity,3
compliment,2
complimentary,3
complin,3
compline,3
comply,3
compo,3
component,3
comport,3
comportment,3
compose,2
composed,3
composer,1
composite,3
composition,2
compositor,3
compost,3
composure,3
compote,3
compound,2
comprehend,3
comprehensibility,3
comprehensible,3
comprehension,3
comprehensive,3
compress,3
compressibility,3
compressible,3
compression,3
compressor,3
comprise,3
comprize,3
compromise,2
comptometer,3
comptroller,3
compulsion,3
compulsive,3
compulsorily,3
compulsory,3
compunction,3
computation,3
compute,3
computer,1
computerise,3
computerize,3
comrade,3
comradeship,3
coms,3
comsat,3
con,3
concatenate,3
concatenation,3
concave,3
concavity,3
conceal,3
concealment,3
concede,3
conceit,3
conceited,3
conceivable,3
conceivably,3
conceive,3
concelebrate,3
concentrate,1
concentrated,3
concentration,2
concentric,3
concept,2
conception,3
conceptual,3
conceptualise,3
conceptualize,3
concern,1
concerned,2
concernedly,3
concerning,3
concert,1
concerted,3
concertgoer,3
concertina,3
concertmaster,3
concerto,3
concession,3
concessionaire,3
concessive,3
conch,3
conchology,3
concierge,3
conciliate,3
conciliation,3
conciliative,3
conciliatory,3
concise,3
concision,3
conclave,3
conclude,2
concluder,3
conclusion,2
conclusive,3
concoct,3
concoction,3
concomitant,3
concord,3
concordance,3
concordant,3
concordat,3
concourse,3
concrescence,3
concrete,3
concretion,3
concubinage,3
concubine,3
concupiscence,3
concupiscent,3
concur,3
concurrence,3
concurrent,3
concuss,3
concussion,3
condemn,3
condemnable,3
condemnation,3
condemned,3
condensation,3
condense,3
condensed,3
condenser,3
condescend,3
condescending,3
condescension,3
condign,3
condiment,3
condition,1
conditional,3
conditioned,3
condo,3
condole,3
condolence,3
condom,3
condominium,3
condone,3
condor,3
conduce,3
conducive,3
conduct,2
conductance,3
conduction,3
conductive,3
conductivity,3
conductor,3
conduit,3
condyle,3
cone,3
coney,3
confab,3
confabulate,3
confabulation,3
confection,3
confectioner,3
confectionery,3
confederacy,3
confederate,3
confederation,3
confer,3
conference,3
conferment,3
confess,3
confessed,3
confessedly,3
confession,3
confessional,3
confessor,3
confetti,3
confidant,3
confide,3
confidence,2
confident,1
confidential,3
confidentiality,3
confidently,3
confiding,3
configuration,3
confine,3
confinement,3
confirm,2
confirmation,2
confirmed,3
confiscate,3
confiscation,3
confiscatory,3
conflagration,3
conflate,3
conflict,2
conflicting,3
conflictive,3
confluence,3
confocal,3
conform,3
conformable,3
conformance,3
conformation,3
conformist,3
conformity,3
confound,3
confounded,3
confraternity,3
confrere,3
confront,3
confrontation,3
confucian,3
confucianism,3
confucius,3
confuse,1
confused,1
confusing,2
confusion,2
confutation,3
confute,3
conga,3
conge,3
congeal,3
congener,3
congenial,3
congeniality,3
congenital,3
conger,3
congeries,3
congest,3
congested,3
congestion,3
congestive,3
conglomerate,3
conglomeration,3
congo,3
congrats,3
congratulate,2
congratulation,3
congratulatory,3
congregate,3
congregation,3
congregational,3
congregationalism,3
congregationalist,3
congress,3
congressional,3
congressman,3
congresswoman,3
congruence,3
congruency,3
congruent,3
congruity,3
congruous,3
conic,3
conical,3
conifer,3
coniferous,3
conjectural,3
conjecture,3
conjoin,3
conjoint,3
conjugal,3
conjugate,3
conjugation,3
conjunct,3
conjunction,3
conjunctive,3
conjuncture,3
conjure,3
conjurer,3
conjuror,3
conk,3
conker,3
connect,2
connected,3
